variable,Temperature,sea_pressure,Precipitation,Cloud,Sunshine,Radiation,Wind,WDirection
20200823T2100,20.8908,1008.5,0,100,0,0,2.9784424,190.30484
20200823T2200,20.8408,1008.3,0,100,0,0,3.0374272,195.25513
20200823T2300,20.7208,1008.1,0,100,0,0,2.742756,209.05461
20200825T1300,26.3208,1003.8,0,2,58.723404,663.94,3.996,180
